Sexo,Edad,Provincia,Cantón,Distrito,Nivel Educativo,Tiene Trabajo ,Ocupacion,Modalidad,Estado Civil,Jefe de Familia,Edad del jefe de familia,Sexo del jefe de familia,Nivel educativo del jefe de familia,Ocupación del jefe del hogar,Hace las compras,Toma decisiones administrativas,Material de pisos,Tienen empleada domestica,Dormitorios,Baños,Automóviles,Aspiradora,Lavadora,Secadora,Calentador,Home Theater,Videojuegos,Computadora,Internet,Es padre o encargado,Orientación sexual,Compra por internet 3 meses,Compra por internet 30 días,Ultima vez Internet,Servicio de streaming,Televisión ONLINE
Mujer,33,Cartago,Paraíso,Paraíso,Universitaria Incompleta,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,33,Mujer,Universitaria Incompleta,Personal de apoyo administrativo,Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Uno,No,Si,Si,No,No,No,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,32,Heredia,San Isidro,San Isidro,Secundaria Completa,No,Desocupado,No aplica,Soltero (a),Si,32,Hombre,Secundaria Completa,No remunerado,Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Uno,Si,Si,Si,No,No,No,Si,Si,No,Homosexual,No,No,Ayer,No,Si
Mujer,21,Heredia,San Isidro,San Isidro,Secundaria Incompleta,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,No,49,Hombre,Universitaria Incompleta,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,Si,Si,No,No,Si,No,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,27,Heredia,San Rafael,San Josecito,Universitaria Completa,Si,Ocupado,Hibrido,Soltero (a),Si,27,Hombre,Universitaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Cuatro,Dos,Uno,No,Si,Si,Si,Si,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,31,Alajuela,Alajuela,Desamparados,Universitaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,31,Mujer,Universitaria Completa,Personal de apoyo administrativo,Si,Si,Cerámica '/' Porcelanato,Si,Tres,Tres,Ninguno,No,No,Si,No,No,No,Si,Si,No,Heterosexual,Si,Si,Ayer,Si,No
Mujer,19,Puntarenas,Corredores,Canoas,Secundaria Completa,No,Desocupado,No aplica,Casado (a)'/' Unión Libre,Si,19,Mujer,Secundaria Completa,Ocupaciones elementales (No calificados),No,Si,Cerámica '/' Porcelanato,No,Uno,Dos,Uno,No,Si,No,No,Si,No,No,Si,No,Heterosexual,Si,Si,Ayer,No,Si
Mujer,32,Heredia,Heredia,San Francisco,Secundaria Incompleta,No,Ama de casa,No aplica,Separado(a) '/' Divorciado (a),Si,32,Mujer,Secundaria Incompleta,Ocupaciones elementales (No calificados),Si,Si,Cemento (Pulido o no Pulido),No,Dos,Uno,Ninguno,No,No,No,No,No,No,No,Si,Si,Heterosexual,No,No,Ayer,Si,Si
Mujer,20,Limón,Matina,Matina,Secundaria Completa,No,Estudiante,No aplica,Soltero (a),Si,20,Mujer,Secundaria Completa,Estudiantes,Si,Si,Madera,No,Tres,Uno,Uno,No,No,No,No,Si,No,No,Si,No,Heterosexual,No,No,Ayer,No,Si
Hombre,37,Alajuela,Alajuela,San José,Secundaria Incompleta,Si,Ocupado,Presencial,Soltero (a),No,63,Mujer,Universitaria Completa,Pensionados,No,Si,Cemento (Pulido o no Pulido),Si,Dos,Uno,Tres,Si,Si,Si,Si,No,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,No,Si
Hombre,44,Heredia,San Rafael,Santiago,Secundaria Incompleta,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,44,Hombre,Secundaria Incompleta,"Nivel técnico, y profesional de nivel medio",Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Dos,Uno,Ninguno,Si,Si,No,No,No,No,Si,No,Si,Heterosexual,No,No,Hace 2 a 7 días,Si,Si
Hombre,18,Alajuela,Guatuso,San Rafael,Secundaria Incompleta,No,Estudiante,No aplica,Soltero (a),Si,18,Hombre,Secundaria Incompleta,Estudiantes,Si,No,Tierra,Si,Cuatro,Diez o más,Uno,Si,Si,Si,Si,Si,Si,Si,Si,Si,Otros,Si,Si,Ayer,Si,Si
Mujer,20,Limón,Guácimo,Río Jiménez,Universitaria Incompleta,Si,Ocupado,Presencial,Soltero (a),Si,20,Mujer,Universitaria Incompleta,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,No,Si,Si,Si,No,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,No,Si
Mujer,25,Guanacaste,Liberia,Nacascolo,Secundaria Completa,Si,Ocupado,Presencial,Soltero (a),No,47,Hombre,Primaria Incompleta,Ocupaciones elementales (No calificados),Si,Si,Tierra,No,Dos,Uno,Ninguno,No,No,No,No,No,No,No,No,No,Heterosexual,No,Si,Hace 2 a 7 días,No,No
Mujer,18,Cartago,Cartago,Oriental,Secundaria Completa,No,Estudiante,No aplica,Soltero (a),No,47,Hombre,Posgrado,"Nivel profesional, científico e intelectual",Si,No,Cerámica '/' Porcelanato,No,Tres,Dos,Dos,Si,Si,Si,No,No,Si,Si,Si,No,Bisexual,No,No,Ayer,No,No
Hombre,21,Puntarenas,Puntarenas,Puntarenas,Secundaria Completa,No,Desocupado,No aplica,Casado (a)'/' Unión Libre,Si,21,Hombre,Secundaria Completa,Desocupados,Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Dos,Si,Si,No,No,No,Si,Si,Si,Si,Heterosexual,No,No,Más de 30 días a 3 meses,No,No
Mujer,41,San José,Escazú,San Antonio,Universitaria Completa,Si,Ocupado,Presencial,Soltero (a),No,66,Hombre,Universitaria Completa,Pensionados,Si,Si,Cerámica '/' Porcelanato,Si,Cuatro,Tres,Dos,No,Si,Si,Si,Si,No,Si,Si,No,Heterosexual,No,No,Ayer,Si,Si
Hombre,74,Heredia,Heredia,San Francisco,Universitaria Completa,No,Jubilado '/' pensionado,No aplica,Casado (a)'/' Unión Libre,Si,74,Hombre,Universitaria Completa,Pensionados,Si,Si,Cemento (Pulido o no Pulido),No,Tres,Uno,Uno,Si,Si,No,No,Si,No,Si,Si,Si,Heterosexual,Si,Si,Hace 2 a 7 días,Si,Si
Mujer,26,Cartago,Oreamuno,San Rafael,Universitaria Completa,Si,Ocupado,Hibrido,Soltero (a),No,59,Mujer,Universitaria Completa,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,No,Dos,Dos,Uno,Si,Si,Si,Si,Si,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,No,Si
Hombre,53,Cartago,Paraíso,Paraíso,Secundaria Completa,Si,Ocupado,Presencial,Separado(a) '/' Divorciado (a),Si,53,Hombre,Secundaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Uno,Si,Si,No,No,Si,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,26,Cartago,Cartago,Dulce Nombre,Secundaria Completa,Si,Ocupado,Hibrido,Soltero (a),Si,26,Mujer,Secundaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,Si,Si,Si,No,Si,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,No,Si
Mujer,33,Alajuela,Naranjo,Rosario,Secundaria Incompleta,No,Ama de casa,No aplica,Soltero (a),Si,33,Mujer,Secundaria Incompleta,"Agricultores y trabajadores calificados agropecuarios, agrícolas, forestales y pesqueros",Si,Si,Cemento (Pulido o no Pulido),No,Dos,Uno,Ninguno,No,No,No,No,No,No,No,No,Si,Prefiero no decirlo,Si,No,Ayer,No,No
Mujer,27,Limón,Limón,Limón,Secundaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,27,Mujer,Secundaria Completa,"Agricultores y trabajadores calificados agropecuarios, agrícolas, forestales y pesqueros",Si,Si,Cemento (Pulido o no Pulido),No,Tres,Uno,Uno,Si,Si,Si,No,Si,Si,Si,Si,No,Heterosexual,Si,Si,Hace 2 a 7 días,Si,Si
Hombre,28,Heredia,Heredia,Ulloa,Universitaria Completa,Si,Ocupado,Hibrido,Casado (a)'/' Unión Libre,Si,28,Hombre,Universitaria Completa,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,Si,Cuatro,Tres,Uno,Si,Si,Si,Si,No,Si,Si,Si,Si,Homosexual,Si,Si,Ayer,No,Si
Mujer,25,Alajuela,Alajuela,Alajuela,Universitaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,25,Mujer,Universitaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Uno,Si,Si,Si,Si,No,No,Si,Si,Si,Prefiero no decirlo,No,No,Hace 2 a 7 días,Si,Si
Hombre,33,Alajuela,San Carlos,Aguas Zarcas,Secundaria Incompleta,Si,Ocupado,Presencial,Separado(a) '/' Divorciado (a),Si,33,Hombre,Secundaria Incompleta,"Nivel técnico, y profesional de nivel medio",Si,Si,Madera,No,Tres,Seis,Uno,Si,Si,No,Si,Si,No,Si,Si,No,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,35,San José,Escazú,San Rafael,Universitaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,35,Mujer,Universitaria Completa,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,No,Cinco,Dos,Ninguno,No,No,No,No,No,No,Si,Si,No,Heterosexual,Si,Si,Ayer,Si,No
Hombre,22,Alajuela,Alajuela,Alajuela,Universitaria Incompleta,Si,Ocupado,Teletrabajo,Soltero (a),No,47,Mujer,Secundaria Incompleta,Ocupaciones elementales (No calificados),Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Tres,Uno,Uno,No,Si,No,No,Si,No,Si,Si,Si,Prefiero no decirlo,Si,Si,Hace 2 a 7 días,Si,Si
Hombre,21,Alajuela,Grecia,Grecia,Universitaria Incompleta,No,Estudiante,No aplica,Soltero (a),No,60,Hombre,Posgrado,Desocupados,Si,Si,Cerámica '/' Porcelanato,Si,Tres,Dos,Ninguno,Si,Si,Si,Si,Si,Si,Si,Si,No,Bisexual,No,No,Ayer,No,No
Hombre,37,Guanacaste,Abangares,Juntas,Universitaria Incompleta,Si,Ocupado,Teletrabajo,Casado (a)'/' Unión Libre,Si,37,Hombre,Universitaria Incompleta,Directivos y Gerentes,Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Uno,No,No,No,No,No,No,Si,Si,Si,Heterosexual,Si,Si,Hace 2 a 7 días,No,Si
Mujer,20,San José,Curridabat,Curridabat,Universitaria Completa,No,Estudiante,No aplica,Soltero (a),Si,20,Mujer,Universitaria Completa,Estudiantes,No,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Dos,Uno,Ninguno,No,No,No,No,No,No,Si,Si,No,Heterosexual,No,No,Ayer,Si,Si
Mujer,37,Cartago,Turrialba,Turrialba,Universitaria Incompleta,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,37,Mujer,Universitaria Incompleta,Ocupaciones elementales (No calificados),Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,No,No,No,No,No,No,No,Si,Si,Heterosexual,No,No,Ayer,Si,No
Mujer,31,Guanacaste,Carrillo,Sardinal,Secundaria Completa,Si,Ocupado,Teletrabajo,Casado (a)'/' Unión Libre,Si,31,Mujer,Secundaria Completa,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios (Prod. Artesanal)",Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,No,Si,No,No,No,No,Si,Si,Si,Prefiero no decirlo,No,No,Ayer,No,Si
Mujer,28,Cartago,La Unión,San Diego,Universitaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,28,Mujer,Universitaria Completa,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,No,Si,No,Si,No,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,No,Si
Hombre,28,Cartago,La Unión,San Diego,Universitaria Incompleta,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,28,Hombre,Universitaria Incompleta,Personal de apoyo administrativo,Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,Si,Si,No,Si,No,Si,Si,Si,No,Heterosexual,No,No,Ayer,Si,Si
Mujer,34,Alajuela,Upala,Bijagua,Secundaria Completa,No,Desocupado,No aplica,Casado (a)'/' Unión Libre,Si,34,Mujer,Secundaria Completa,Desocupados,Si,Si,Cemento (Pulido o no Pulido),No,Dos,Uno,Ninguno,No,No,No,No,No,No,Si,Si,No,Homosexual,No,No,Ayer,No,Si
Hombre,38,Heredia,San Rafael,Santiago,Secundaria Incompleta,No,Desocupado,No aplica,Casado (a)'/' Unión Libre,Si,38,Hombre,Secundaria Incompleta,Ocupaciones elementales (No calificados),Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Uno,Uno,Ninguno,No,No,No,No,Si,Si,No,Si,Si,Heterosexual,No,No,Ayer,Si,Si
Mujer,27,San José,San José,Hospital,Secundaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,27,Mujer,Secundaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cerámica '/' Porcelanato,No,Uno,Uno,Ninguno,No,No,No,No,No,No,No,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,35,San José,Pérez Zeledón,General,Universitaria Incompleta,No,Estudiante,No aplica,Casado (a)'/' Unión Libre,No,36,Hombre,Secundaria Incompleta,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Uno,No,No,No,No,No,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,38,Alajuela,Alajuela,Alajuela,Universitaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,38,Mujer,Universitaria Completa,Personal de apoyo administrativo,Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Uno,Si,Si,No,No,No,No,Si,Si,No,Heterosexual,Si,No,Ayer,Si,Si
Hombre,58,Heredia,Barva,San Pedro,Secundaria Completa,No,Desocupado,No aplica,Casado (a)'/' Unión Libre,Si,58,Hombre,Secundaria Completa,Desocupados,Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Dos,Uno,Uno,Si,Si,Si,No,Si,No,Si,Si,Si,Heterosexual,Si,Si,Ayer,No,Si
Mujer,27,San José,San José,San Sebastián,Universitaria Completa,No,Estudiante,No aplica,Soltero (a),No,60,Hombre,Universitaria Completa,"Nivel profesional, científico e intelectual",No,No,Cerámica '/' Porcelanato,No,Tres,Dos,Uno,No,Si,Si,No,No,Si,Si,Si,No,Heterosexual,No,No,Ayer,No,No
Hombre,25,Cartago,La Unión,San Diego,Secundaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,25,Hombre,Secundaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cerámica '/' Porcelanato,No,Tres,Tres,Uno,No,Si,No,Si,No,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,25,Cartago,Paraíso,Paraíso,Universitaria Incompleta,Si,Ocupado,Presencial,Soltero (a),Si,25,Hombre,Universitaria Incompleta,Personal de apoyo administrativo,Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Uno,No,Si,Si,No,Si,Si,Si,Si,No,Heterosexual,Si,Si,Hace 8 a 15 días,Si,Si
Hombre,37,Cartago,El Guarco,Tejar,Primaria Completa,No,Desocupado,No aplica,Soltero (a),No,58,Hombre,Primaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,No,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Dos,Uno,Uno,No,Si,No,No,No,No,No,Si,Si,Heterosexual,No,No,Ayer,No,No
Mujer,29,San José,Goicoechea,Calle Blancos,Secundaria Completa,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,Si,29,Mujer,Secundaria Completa,Desocupados,Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,No,Si,No,No,No,No,Si,Si,No,Heterosexual,Si,Si,Hace 2 a 7 días,Si,No
Mujer,27,San José,San José,Carmen,Universitaria Incompleta,Si,Ocupado,Hibrido,Soltero (a),Si,27,Mujer,Universitaria Incompleta,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Uno,Si,Si,Si,No,No,No,Si,Si,No,Homosexual,Si,Si,Ayer,Si,Si
Mujer,25,San José,Montes de Oca,Sabanilla,Universitaria Incompleta,Si,Ocupado,Presencial,Soltero (a),Si,25,Mujer,Universitaria Incompleta,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cemento (Pulido o no Pulido),No,Uno,Uno,Uno,No,Si,No,Si,No,Si,Si,Si,No,Heterosexual,Si,No,Ayer,No,Si
Mujer,26,Heredia,San Isidro,San Isidro,Universitaria Incompleta,Si,Ocupado,Teletrabajo,Casado (a)'/' Unión Libre,Si,26,Mujer,Universitaria Incompleta,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,Si,Si,No,Si,Si,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,31,Cartago,La Unión,Dulce Nombre,Secundaria Completa,Si,Ocupado,Teletrabajo,Casado (a)'/' Unión Libre,No,33,Hombre,Secundaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cerámica '/' Porcelanato,No,Uno,Uno,Uno,No,No,No,No,No,Si,Si,Si,No,Heterosexual,No,No,Ayer,Si,Si
Mujer,30,San José,Goicoechea,Guadalupe,Universitaria Incompleta,Si,Ocupado,Hibrido,Soltero (a),Si,30,Mujer,Universitaria Incompleta,Personal de apoyo administrativo,Si,No,Madera,No,Tres,Uno,Ninguno,No,Si,No,No,No,No,Si,Si,No,Heterosexual,No,No,Ayer,Si,Si
Hombre,28,Alajuela,San Ramón,San Ramón,Universitaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,28,Hombre,Universitaria Completa,Pensionados,Si,Si,Cerámica '/' Porcelanato,Si,Tres,Dos,Uno,No,Si,Si,Si,No,No,Si,Si,No,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,30,Heredia,Santa Bárbara,San Juan,Universitaria Completa,Si,Ocupado,Hibrido,Soltero (a),Si,30,Hombre,Universitaria Completa,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,Si,Cuatro,Dos,Uno,Si,Si,Si,Si,Si,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,35,Guanacaste,Liberia,Liberia,Universitaria Completa,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,No,35,Hombre,Primaria Completa,Ocupaciones elementales (No calificados),No,Si,Cemento (Pulido o no Pulido),No,Ninguno,Uno,Ninguno,No,Si,No,No,No,No,No,Si,No,Heterosexual,No,No,Ayer,No,Si
Mujer,42,San José,Desamparados,San Miguel,Universitaria Completa,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,No,45,Hombre,Posgrado,Directivos y Gerentes,Si,Si,Cerámica '/' Porcelanato,No,Cuatro,Cuatro,Tres,No,Si,Si,Si,Si,Si,Si,Si,Si,Heterosexual,No,No,Ayer,No,No
Hombre,30,Cartago,Cartago,Carmen,Universitaria Incompleta,Si,Ocupado,Hibrido,Soltero (a),Si,30,Hombre,Universitaria Incompleta,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Tres,No,Si,Si,Si,Si,Si,Si,Si,No,Heterosexual,Si,Si,Hace 2 a 7 días,Si,No
Mujer,41,San José,Mora,Colón,Universitaria Incompleta,Si,Ocupado,Hibrido,Separado(a) '/' Divorciado (a),Si,41,Mujer,Universitaria Incompleta,Personal de apoyo administrativo,Si,Si,Cerámica '/' Porcelanato,No,Tres,Tres,Uno,No,Si,No,No,No,No,Si,No,No,Heterosexual,Si,Si,Ayer,No,Si
Mujer,28,San José,Santa Ana,Piedades,Secundaria Incompleta,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,28,Mujer,Secundaria Incompleta,Personal de apoyo administrativo,Si,Si,Cerámica '/' Porcelanato,Si,Cuatro,Dos,Ninguno,No,Si,No,Si,No,No,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,27,San José,Escazú,San Antonio,Universitaria Completa,Si,Ocupado,Hibrido,Casado (a)'/' Unión Libre,Si,27,Mujer,Universitaria Completa,No remunerado,Si,Si,Cemento (Pulido o no Pulido),No,Tres,Uno,Uno,No,No,No,Si,No,Si,Si,Si,No,Homosexual,No,No,Ayer,No,Si
Mujer,28,San José,San José,San Francisco de Dos Ríos,Universitaria Incompleta,Si,Ocupado,Presencial,Soltero (a),No,70,Mujer,Universitaria Incompleta,Pensionados,Si,No,Cerámica '/' Porcelanato,No,Tres,Dos,Dos,Si,Si,Si,No,No,No,Si,Si,No,Homosexual,No,No,Ayer,No,Si
Hombre,41,Alajuela,Grecia,Grecia,Universitaria Completa,Si,Ocupado,Teletrabajo,Casado (a)'/' Unión Libre,Si,41,Hombre,Universitaria Completa,Personal de apoyo administrativo,Si,Si,Cerámica '/' Porcelanato,No,Dos,Dos,Dos,Si,Si,No,No,Si,No,Si,Si,No,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,26,San José,Vásquez de Coronado,Patalillo,Primaria Completa,Si,Ocupado,Teletrabajo,Soltero (a),Si,26,Mujer,Primaria Completa,Estudiantes,Si,Si,Cerámica '/' Porcelanato,Si,Cuatro,Dos,Uno,Si,Si,Si,Si,Si,Si,Si,Si,Si,Heterosexual,No,No,Ayer,No,No
Mujer,37,San José,Montes de Oca,San Rafael,Primaria Completa,No,Ocupado,No aplica,Separado(a) '/' Divorciado (a),No,37,Mujer,Primaria Completa,Ocupaciones elementales (No calificados),Si,Si,Cemento (Pulido o no Pulido),No,Tres,Dos,Uno,No,No,No,No,No,No,Si,Si,Si,Heterosexual,No,No,Ayer,No,No
Hombre,26,San José,Escazú,San Antonio,Universitaria Incompleta,Si,Ocupado,Presencial,Soltero (a),Si,26,Hombre,Universitaria Incompleta,"Nivel técnico, y profesional de nivel medio",Si,Si,Madera,No,Tres,Uno,Ninguno,No,Si,Si,No,No,No,Si,Si,No,Prefiero no decirlo,No,No,Hace 2 a 7 días,No,No
Mujer,29,San José,Escazú,San Rafael,Universitaria Incompleta,Si,Ocupado,Hibrido,Casado (a)'/' Unión Libre,Si,29,Mujer,Universitaria Incompleta,"Nivel profesional, científico e intelectual",Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Dos,Dos,Uno,No,Si,Si,Si,Si,No,Si,Si,No,Heterosexual,No,No,Ayer,No,No
Hombre,35,Heredia,San Pablo,San Pablo,Universitaria Incompleta,Si,Ocupado,Presencial,Soltero (a),Si,35,Hombre,Universitaria Incompleta,Personal de apoyo administrativo,Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Uno,Si,Si,No,Si,Si,Si,Si,Si,No,Heterosexual,Si,No,Ayer,Si,Si
Mujer,36,Limón,Siquirres,Siquirres,Primaria Completa,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,No,36,Hombre,Secundaria Completa,"Agricultores y trabajadores calificados agropecuarios, agrícolas, forestales y pesqueros",Si,Si,Cemento (Pulido o no Pulido),Si,Dos,Uno,Ninguno,No,Si,Si,No,No,No,No,Si,Si,Heterosexual,No,No,Ayer,Si,No
Mujer,36,Cartago,Oreamuno,Cot,Universitaria Completa,No,Estudiante,No aplica,Soltero (a),Si,36,Mujer,Universitaria Completa,Desocupados,Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,No,Si,No,No,Si,No,Si,Si,No,Heterosexual,No,No,Hace 8 a 15 días,No,No
Mujer,26,San José,Santa Ana,Salitral,Secundaria Incompleta,Si,Ocupado,Teletrabajo,Casado (a)'/' Unión Libre,Si,26,Mujer,Secundaria Incompleta,Trabajadores de servicios y vendedores de comercios y mercados,Si,No,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,No,Si,No,No,No,Si,Si,Si,No,Bisexual,No,No,Ayer,Si,Si
Hombre,54,Heredia,Santo Domingo,San Miguel,Posgrado,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,54,Hombre,Posgrado,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Uno,Si,Si,Si,No,No,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,No
Mujer,30,San José,Montes de Oca,Sabanilla,Universitaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,30,Mujer,Universitaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Cuatro,Tres,Uno,Si,Si,No,Si,No,No,Si,Si,No,Bisexual,Si,Si,Ayer,Si,Si
Mujer,26,Guanacaste,Liberia,Liberia,Secundaria Completa,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,No,27,Hombre,Universitaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,Si,Si,No,No,No,No,Si,Si,No,Heterosexual,No,No,Ayer,No,Si
Hombre,39,Limón,Limón,Limón,Secundaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,39,Hombre,Secundaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Tierra,No,Dos,Dos,Ninguno,No,No,No,No,No,No,No,Si,Si,Heterosexual,No,No,Ayer,No,No
Hombre,56,Limón,Limón,Limón,Secundaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,56,Hombre,Secundaria Completa,"Agricultores y trabajadores calificados agropecuarios, agrícolas, forestales y pesqueros",Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Uno,No,No,No,No,No,Si,Si,Si,Si,Heterosexual,No,No,Ayer,No,No
Mujer,30,Limón,Siquirres,Siquirres,Universitaria Incompleta,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,No,47,Hombre,Secundaria Incompleta,"Agricultores y trabajadores calificados agropecuarios, agrícolas, forestales y pesqueros",No,Si,Cerámica '/' Porcelanato,Si,Tres,Tres,Dos,No,No,No,No,No,No,Si,Si,Si,Heterosexual,No,Si,Ayer,No,No
Hombre,40,Guanacaste,Santa Cruz,Santa Cruz,Universitaria Completa,No,Desocupado,No aplica,Casado (a)'/' Unión Libre,Si,40,Hombre,Universitaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Uno,No,No,No,No,No,No,No,Si,Si,Heterosexual,Si,Si,Ayer,No,No
Hombre,26,Heredia,Heredia,San Francisco,Universitaria Completa,Si,Ocupado,Hibrido,Casado (a)'/' Unión Libre,Si,26,Hombre,Universitaria Completa,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,No,No,No,No,No,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
